,acc,latency,acc/latency,tot_block,tot_24,tot_40,tot_80,tot_112,tot_160,avg_e_24,avg_e_40,avg_e_80,avg_e_112,avg_e_160,tot_e_24,tot_e_40,tot_e_80,tot_e_112,tot_e_160,tot_e_16_24,tot_e_24_40,tot_e_40_80,tot_e_80_112,tot_e_112_160,avg_k_24,avg_k_40,avg_k_80,avg_k_112,avg_k_160,tot_k_24,tot_k_40,tot_k_80,tot_k_112,tot_k_160,tot_k_16_24,tot_k_24_40,tot_k_40_80,tot_k_80_112,tot_k_112_160,mbcv_e2_k3_24,mbcv_e2_k5_24,mbcv_e2_k7_24,mbcv_e3_k3_24,mbcv_e3_k5_24,mbcv_e3_k7_24,mbcv_e4_k3_24,mbcv_e4_k5_24,mbcv_e4_k7_24,mbcv_e6_k3_24,mbcv_e6_k5_24,mbcv_e6_k7_24,se_e2_k3_40,se_e2_k5_40,se_e2_k7_40,se_e3_k3_40,se_e3_k5_40,se_e3_k7_40,se_e4_k3_40,se_e4_k5_40,se_e4_k7_40,se_e6_k3_40,se_e6_k5_40,se_e6_k7_40,mbcv_e2_k3_80,mbcv_e2_k5_80,mbcv_e2_k7_80,mbcv_e3_k3_80,mbcv_e3_k5_80,mbcv_e3_k7_80,mbcv_e4_k3_80,mbcv_e4_k5_80,mbcv_e4_k7_80,mbcv_e6_k3_80,mbcv_e6_k5_80,mbcv_e6_k7_80,se_e2_k3_112,se_e2_k5_112,se_e2_k7_112,se_e3_k3_112,se_e3_k5_112,se_e3_k7_112,se_e4_k3_112,se_e4_k5_112,se_e4_k7_112,se_e6_k3_112,se_e6_k5_112,se_e6_k7_112,se_e2_k3_160,se_e2_k5_160,se_e2_k7_160,se_e3_k3_160,se_e3_k5_160,se_e3_k7_160,se_e4_k3_160,se_e4_k5_160,se_e4_k7_160,se_e6_k3_160,se_e6_k5_160,se_e6_k7_160,mbcv_e2_k3_24_I,mbcv_e2_k5_24_I,mbcv_e2_k7_24_I,mbcv_e3_k3_24_I,mbcv_e3_k5_24_I,mbcv_e3_k7_24_I,mbcv_e4_k3_24_I,mbcv_e4_k5_24_I,mbcv_e4_k7_24_I,mbcv_e6_k3_24_I,mbcv_e6_k5_24_I,mbcv_e6_k7_24_I,se_e2_k3_40_I,se_e2_k5_40_I,se_e2_k7_40_I,se_e3_k3_40_I,se_e3_k5_40_I,se_e3_k7_40_I,se_e4_k3_40_I,se_e4_k5_40_I,se_e4_k7_40_I,se_e6_k3_40_I,se_e6_k5_40_I,se_e6_k7_40_I,mbcv_e2_k3_80_I,mbcv_e2_k5_80_I,mbcv_e2_k7_80_I,mbcv_e3_k3_80_I,mbcv_e3_k5_80_I,mbcv_e3_k7_80_I,mbcv_e4_k3_80_I,mbcv_e4_k5_80_I,mbcv_e4_k7_80_I,mbcv_e6_k3_80_I,mbcv_e6_k5_80_I,mbcv_e6_k7_80_I,se_e2_k3_112_I,se_e2_k5_112_I,se_e2_k7_112_I,se_e3_k3_112_I,se_e3_k5_112_I,se_e3_k7_112_I,se_e4_k3_112_I,se_e4_k5_112_I,se_e4_k7_112_I,se_e6_k3_112_I,se_e6_k5_112_I,se_e6_k7_112_I,se_e2_k3_160_I,se_e2_k5_160_I,se_e2_k7_160_I,se_e3_k3_160_I,se_e3_k5_160_I,se_e3_k7_160_I,se_e4_k3_160_I,se_e4_k5_160_I,se_e4_k7_160_I,se_e6_k3_160_I,se_e6_k5_160_I,se_e6_k7_160_I
0,72.8,111.04431390762329,0.6555941266885725,12,2,2,3,2,3,4.0,6.0,2.5,6.0,2.5,4,6,5,6,5,4,4,6,2,4,3.0,5.0,5.0,7.0,7.0,3,5,10,7,14,5,5,3,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,73.2,142.78750777244568,0.5126498889290491,13,3,3,2,3,2,3.5,4.5,2.0,4.0,3.0,7,9,2,8,3,6,6,4,6,2,4.0,6.0,7.0,5.0,5.0,8,12,7,10,5,3,3,3,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,72.9,107.70554423332214,0.6768453798634264,12,2,2,2,3,3,4.0,2.0,6.0,4.0,3.5,4,2,6,8,7,2,3,6,2,3,7.0,7.0,7.0,6.0,3.0,7,7,7,12,6,5,3,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3,74.3,138.4218466281891,0.536764981900401,14,3,3,3,3,2,3.0,5.0,3.5,5.0,3.0,6,10,7,10,3,4,3,4,6,3,5.0,3.0,5.0,4.0,7.0,10,6,10,8,7,7,5,7,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4,75.1,131.6629421710968,0.570395881799505,18,3,4,4,4,3,2.0,2.6666666666666665,5.0,3.0,5.0,4,8,15,9,10,3,4,3,6,3,3.0,5.0,5.0,4.333333333333333,6.0,6,15,15,13,12,3,3,5,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5,74.5,179.7813642024994,0.4143922276398227,17,4,3,3,3,4,4.0,3.5,4.5,2.5,4.0,12,7,9,5,12,6,6,2,4,3,4.333333333333333,6.0,4.0,5.0,5.666666666666667,13,12,8,10,17,7,7,5,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
6,73.3,123.17228317260742,0.5951014149610353,13,2,2,4,3,2,4.0,2.0,3.6666666666666665,5.0,2.0,4,2,11,10,2,4,3,4,6,3,7.0,7.0,5.666666666666667,4.0,5.0,7,7,17,8,5,5,5,7,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,71.7,168.86834502220154,0.42459112150695516,14,4,4,2,2,2,3.6666666666666665,4.333333333333333,2.0,2.0,4.0,11,13,2,2,4,4,4,3,3,2,7.0,4.333333333333333,5.0,5.0,7.0,21,13,5,5,7,7,5,7,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,75.0,166.11905455589294,0.4514834267538241,18,4,3,4,3,4,3.6666666666666665,5.0,3.0,2.5,5.333333333333333,11,10,9,5,16,2,4,3,3,6,5.666666666666667,5.0,5.666666666666667,4.0,4.333333333333333,17,10,17,8,13,3,7,5,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
9,73.3,146.45315289497375,0.5005013449766136,17,4,4,4,2,3,3.6666666666666665,2.3333333333333335,4.0,2.0,4.0,11,7,12,2,8,4,4,3,3,4,5.666666666666667,4.333333333333333,4.333333333333333,3.0,4.0,17,13,13,3,8,3,5,3,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10,74.4,130.96242427825928,0.5681018842620108,17,3,3,3,4,4,2.5,2.0,4.0,5.0,2.6666666666666665,5,4,8,15,8,3,4,4,2,2,5.0,6.0,7.0,5.0,4.333333333333333,10,12,14,15,13,5,3,5,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
11,74.8,169.36882853507996,0.44163970812673653,16,4,2,4,3,3,4.0,6.0,2.6666666666666665,3.5,4.5,12,6,8,7,9,3,6,4,4,6,5.666666666666667,3.0,4.333333333333333,5.0,3.0,17,3,13,10,6,7,7,7,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12,72.7,124.82019424438477,0.5824378053575295,15,4,3,2,2,4,2.6666666666666665,3.0,2.0,2.0,5.0,8,6,2,2,15,3,3,4,2,6,3.6666666666666665,6.0,3.0,5.0,3.6666666666666665,11,12,3,5,11,7,5,7,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
13,75.1,180.6062924861908,0.41582161377761606,19,4,4,3,4,4,4.666666666666667,4.0,5.0,3.6666666666666665,3.0,14,12,10,11,9,3,3,6,4,3,5.0,4.333333333333333,4.0,5.0,5.0,15,13,8,15,15,3,5,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
14,73.9,158.25397610664368,0.4669708895667842,15,4,3,2,4,2,3.3333333333333335,4.5,4.0,4.0,3.0,10,9,4,12,3,2,2,2,3,4,5.666666666666667,7.0,5.0,6.333333333333333,5.0,17,14,5,19,5,7,7,7,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
15,74.8,127.99496889114381,0.5843979700765842,16,3,3,3,4,3,3.0,3.0,4.5,3.0,3.0,6,6,9,9,6,3,2,6,6,6,4.0,4.0,5.0,5.666666666666667,5.0,8,8,10,17,10,3,7,3,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
16,73.9,121.3063633441925,0.6092013474208066,14,2,2,4,4,2,3.0,4.0,2.0,3.3333333333333335,6.0,3,4,6,10,6,4,6,2,3,4,5.0,3.0,3.0,5.0,3.0,5,3,9,15,3,7,7,5,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,74.5,178.97497177124023,0.41625931974009966,18,4,4,4,4,2,4.333333333333333,4.0,5.0,4.0,4.0,13,12,15,12,4,2,3,2,6,2,5.0,5.0,3.0,4.333333333333333,7.0,15,15,9,13,7,3,7,5,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,73.0,149.37691450119019,0.4886966653700586,17,4,4,3,2,4,3.3333333333333335,3.6666666666666665,4.0,2.0,2.0,10,11,8,2,6,4,4,3,6,6,4.333333333333333,4.333333333333333,7.0,3.0,3.6666666666666665,13,13,14,3,11,5,3,5,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
19,75.2,161.52376532554626,0.4655661651301694,17,2,4,3,4,4,3.0,3.6666666666666665,4.0,3.6666666666666665,4.333333333333333,3,11,8,11,13,6,6,2,6,4,5.0,7.0,5.0,5.666666666666667,4.333333333333333,5,21,10,17,13,3,5,3,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
20,75.1,157.55282163619995,0.4766655348985811,16,3,4,2,4,3,5.0,3.3333333333333335,4.0,3.3333333333333335,5.0,10,10,4,10,10,2,2,4,6,3,5.0,6.333333333333333,7.0,5.666666666666667,6.0,10,19,7,17,12,7,7,3,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21,72.5,105.20426511764526,0.6891355585149183,12,3,2,2,2,3,2.0,4.0,4.0,2.0,4.0,4,4,4,2,8,3,4,6,6,3,5.0,7.0,7.0,3.0,3.0,10,7,7,3,6,3,5,5,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
22,73.4,128.4899640083313,0.5712508410014089,15,4,2,2,4,3,4.333333333333333,4.0,4.0,3.0,2.5,13,4,4,9,5,2,2,4,2,3,4.333333333333333,3.0,7.0,4.333333333333333,5.0,13,3,7,13,10,5,5,7,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23,72.7,116.00819230079651,0.6266798797407073,11,2,2,2,2,3,3.0,6.0,2.0,6.0,4.0,3,6,2,6,8,6,6,4,2,6,3.0,5.0,3.0,5.0,4.0,3,5,3,5,8,3,5,5,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
24,73.8,137.88435220718384,0.5352311471073147,13,4,2,2,3,2,3.3333333333333335,3.0,6.0,4.5,6.0,10,3,6,9,6,3,2,4,2,6,5.0,7.0,7.0,6.0,7.0,15,7,7,12,7,5,7,5,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25,74.1,138.57950568199158,0.5347111005724225,17,4,4,2,3,4,2.6666666666666665,3.3333333333333335,4.0,4.0,3.6666666666666665,8,10,4,8,11,2,2,6,2,4,5.0,6.333333333333333,5.0,6.0,6.333333333333333,15,19,5,12,19,5,3,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
26,74.8,157.47599124908447,0.47499304120389124,17,4,3,2,4,4,4.0,4.5,2.0,3.3333333333333335,4.666666666666667,12,9,2,10,14,3,2,6,4,3,5.0,5.0,3.0,3.0,4.333333333333333,15,10,3,9,13,3,7,7,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
27,74.8,144.4224452972412,0.5179250347551679,15,3,2,2,4,4,4.5,4.0,6.0,5.0,3.6666666666666665,9,4,6,15,11,3,4,4,6,3,6.0,3.0,5.0,3.6666666666666665,3.6666666666666665,12,3,5,11,11,3,3,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
28,74.2,195.78044772148132,0.37899596646932515,17,4,4,3,4,2,6.0,2.6666666666666665,2.0,3.3333333333333335,3.0,18,8,4,10,3,4,3,2,6,4,5.666666666666667,5.0,6.0,5.666666666666667,7.0,17,15,12,17,7,5,7,5,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,72.8,122.31995940208435,0.5951604329813036,13,2,3,3,2,3,4.0,5.0,5.0,6.0,2.0,4,10,10,6,4,2,6,6,4,2,5.0,5.0,6.0,5.0,4.0,5,10,12,5,8,3,5,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
30,75.4,153.21343421936035,0.4921239471210307,18,2,4,4,4,4,6.0,4.666666666666667,3.3333333333333335,4.666666666666667,5.333333333333333,6,14,10,14,16,2,2,6,4,4,5.0,4.333333333333333,5.666666666666667,5.0,5.0,5,13,17,15,15,5,3,5,5,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
31,73.9,129.0713369846344,0.5725515960898244,14,2,3,4,3,2,3.0,4.5,4.0,6.0,3.0,3,9,12,12,3,3,2,3,2,3,3.0,6.0,4.333333333333333,7.0,5.0,3,12,13,14,5,7,7,7,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
32,73.2,136.82873487472534,0.534975347590686,14,3,3,2,3,3,4.0,3.0,2.0,4.0,2.5,8,6,2,8,5,6,2,2,4,3,5.0,6.0,5.0,5.0,5.0,10,12,5,10,10,3,3,3,3,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
